date,name,age,city,state,description,link
2012-07-12,Mendez David,68,Modesto,California,Detective Steve Anderson and Officer Ron Lemings went to Mendez's house to arrest him for a felony sex crime. When they arrived at the door Mendez said he had a written confession to give them and pulled a knife from a desk drawer and began stabbing himself. They ordered him to drop the knife and after Lemings attempted to subdue him with a Taser Detective Anderson shot Mendez who died in a hospital two weeks later. [72],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-13,Henderson Matthew,28,Philadelphia,Pennsylvania,Henderson was shot to death by officers after getting out of his car with a gun and pointing it at a police sergeant. [65],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-13,North DeWayne,,Atlanta,Georgia,Shot to death by officers responding to a call about four men burglarizing a home. The men allegedly threatened several women at gunpoint and stole money. Police confronted them outside the home shooting two and killing one. [66] [67],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-14,Alexander Derick D.,,Columbus,Ohio,Officers were responding to a domestic situation and were attempting to arrest Alexander when he stabbed an officer twice. That officer shot Alexander multiple times killing him. [60],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-14,Bowman Devonte,,Baltimore,Maryland,Shot and killed after refusing to cooperate and allegedly reaching for a weapon. Officers were responding to a call about an armed man. [61] [62],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-14,Vanderbeek Jacob,,Villa Grove,Colorado,Officer attempted to stop suspect for a traffic violation. During an 80 mile chase suspect dropped out of his vehicle a hand grenade that was later determined to be inert. Upon stopping the suspect produced what appeared to be a weapon. Suspect was shot once by an officer. [63],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-14,Taylor Devin,24,Sumter,South Carolina,An officer stopped Taylor for speeding. The officer attempted to arrest Taylor for driving while intoxicated but Taylor resisted. After use of a Taser was ineffective the officer fatally shot Taylor. [64],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-15,Hall George M. [55],55,Columbus,Ohio,A man flagged down officers to point out a man with a gun. When they approached the armed man police say he pulled out a gun and pointed at them. They shot him multiple times killing him. [56],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-15,Williams Timmie,36,Miami,Florida,Williams was shot to death by an officer after stabbing someone. The victim's mother a witness claimed the officer did not identify himself or speak to her son before he began shooting. [57],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-15,Scott Andrew Lee,26,Leesburg,Florida,"Police were looking for an attempted murder suspect when they knocked on the wrong door. Scott who was not expecting visitors answered the door holding a gun which was reportedly pointed at the officers. Without identifying themselves police immediately shot and killed Scott. Media reports say police consider the man ""at least partially responsible."" [58]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-15,Sok Vanna,24,Philadelphia,Pennsylvania,An SUV pulled up to a street corner and after a short confrontation began shooting. Sok who had a registered gun fired back at the vehicle. A nearby officer then shot Sok who had his back turned without warning from inside a police car according to several witnesses. Police say the officers stepped out of the car and Sok turned around and pointed the gun at them before they shot him in the head. [59],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-16,Sanchez Manuel,,Tulsa,Oklahoma,Shot to death after pointing a gun at officers who were pursuing him as a suspect in several armed robberies. [54],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-17,Thomas Destin,21,Columbus,Ohio,Thomas had called to police to report a burglary at his apartment and was shot to death by Officer William Kaufman when he exited the building with a gun in his hand. [53],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-18,Mojica Joanna Ann,26,Bradenton,Florida,Mojica a mother of two was shot in the head by Officer Aaron Bradley after driving a car toward officers in attempt to escape. Police had surprised Mojica and 26-year-old Jesse Flores while they were committing a burglary. [51],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-18,Pralourng Pralith,32,San Francisco,California,Pralourng was shot to death by officers after refusing to drop a box cutter. He had fled from his workplace after reportedly slashing a coworker in the arm. Pralourng was a diagnosed schizophrenic. [52],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-19,Ventura David Miguel,,Corona,California,Officers were responding to a report of domestic abuse and a shooting arrived to see a man driving away from the area at high speed. The pursued the man who eventually jumped out of the moving vehicle holding a handgun police said. They shot and killed Ventura who was 34. [50],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-20,Keith Craig,,Ripley,West Virginia,Police responded to a call from security officers at a casino regarding a disturbance. Keith who had been drinking fled in an SUV with numerous officers pursuing him across three counties. After officers used stop-sticks to force him to stop Keith exited the vehicle and officers opened fire killing him. Police say he did not obey commands. He was unarmed. [49],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-21,Diaz Manuel,25,Anaheim,California,Officers saw Diaz talking to two men in a vehicle and thinking the activity suspicious approached the car. The car drove off and the officers pursued Diaz on foot eventually shooting him. Diaz was unarmed. This incident sparked several days of unrest and conflict between police and protesters in the city. [44] [45] [46],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-21,Culp Jacqueline,59,Atlanta,Georgia,An officer responding to a call with lights and siren on struck another vehicle at high speed in an intersection. Culp died from injuries sustained in the accident. The officer was charged with second degree vehicular homicide. [47],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-21,Torres Jose,18,Philadelphia,Pennsylvania,Officers were dispersing a crowd gathered around a bar when Torres fled dropping a pistol on the ground. Officers pursued Torres and one officer shot and killed him when he believed the young man was reaching into his waistband for another weapon. A second gun was not recovered. [48],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-22,Mesino Abraham,40,Mount Pleasant,Texas,Officers responding to a report of domestic violence arrived to find Mesino intoxicated and threatening his family. Mesino allegedly pointed a gun at a deputy who shot and killed him. [34],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-22,Acevedo Joel,,Anaheim,California,Officers were pursuing a stolen car when three suspects ran from the vehicle. They shot Acevedo to death after he allegedly fired at them while they chased him on foot. This incident marked the second police killing in Anaheim in under 48 hours continuing the protesting and unrest sparked by the first killing. [35] [36],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-22,Marias-Quevedo Marcial,41,Franklin Park,Illinois,An off-duty officer was driving a personal vehicle when he struck and killed a pedestrian. The officer was charged with aggravated DUI. [37],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
2012-07-22,Mays Tracy,29,Westchester,Illinois,An off-duty police officer attended a graduation party with Mays. The two began to argue then he shot Mays. The officer then shot himself and was hospitalized. [38],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_July_2012
